,Agent_0,Agent_1,Agent_2,Agent_3,Agent_4,Agent_5,Agent_6,Agent_7,Agent_8,Agent_9,Agent_10,Agent_11,Agent_12,Agent_13,Agent_14,Agent_15,Agent_16,Agent_17,Agent_18,Agent_19,Agent_20,Agent_21,Agent_22,Agent_23,Agent_24,Agent_25,Agent_26,Agent_27,Agent_28,Agent_29,Total_Payoff
10,"{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [37.65]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [38.69]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [29.72]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [22.57]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [25.15]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [2.71]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [37.29]}","{'assigned_arms': [23, 41], 'chosen_arm': [23], 'payoff': [68.8]}","{'assigned_arms': [46, 11], 'chosen_arm': [46], 'payoff': [85.47]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [37.26]}","{'assigned_arms': [37, 2], 'chosen_arm': [37], 'payoff': [72.92]}","{'assigned_arms': [16, 42], 'chosen_arm': [16], 'payoff': [75.08]}","{'assigned_arms': [32, 38], 'chosen_arm': [32], 'payoff': [74.89]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [76.15]}","{'assigned_arms': [14, 3, 35], 'chosen_arm': [3], 'payoff': [93.71]}","{'assigned_arms': [1, 28, 25, 24], 'chosen_arm': [1], 'payoff': [74.35]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [87.36]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [94.16]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [88.65]}","{'assigned_arms': [48], 'chosen_arm': [48], 'payoff': [48.24]}","{'assigned_arms': [29, 45, 39], 'chosen_arm': [39], 'payoff': [85.47]}","{'assigned_arms': [22, 15, 43], 'chosen_arm': [43], 'payoff': [100.0]}","{'assigned_arms': [19, 44], 'chosen_arm': [44], 'payoff': [36.83]}","{'assigned_arms': [27, 0], 'chosen_arm': [27], 'payoff': [54.72]}","{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [49.48]}","{'assigned_arms': [6, 26, 12], 'chosen_arm': [26], 'payoff': [86.5]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [68.62]}","{'assigned_arms': [30, 36, 20], 'chosen_arm': [30], 'payoff': [64.23]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [20.15]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [16.55]}",58.44566666666667
11,"{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [70.55]}","{'assigned_arms': [14], 'chosen_arm': [14], 'payoff': [5.26]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [14.16]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [95.18]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [85.85]}","{'assigned_arms': [46], 'chosen_arm': [46], 'payoff': [88.55]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [69.44]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [70.42]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [19.8]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [24.27]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [29.47]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [82.17]}","{'assigned_arms': [24, 33, 29, 41], 'chosen_arm': [24], 'payoff': [65.54]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [81.27]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [83.88]}","{'assigned_arms': [1, 19, 15], 'chosen_arm': [1], 'payoff': [82.77]}","{'assigned_arms': [25, 23], 'chosen_arm': [23], 'payoff': [68.16]}","{'assigned_arms': [6, 47, 42, 18], 'chosen_arm': [18], 'payoff': [91.5]}","{'assigned_arms': [36], 'chosen_arm': [36], 'payoff': [84.51]}","{'assigned_arms': [13, 11], 'chosen_arm': [11], 'payoff': [12.17]}","{'assigned_arms': [10, 35, 39, 31, 26], 'chosen_arm': [39], 'payoff': [83.0]}","{'assigned_arms': [43, 30, 40], 'chosen_arm': [43], 'payoff': [100.0]}","{'assigned_arms': [21, 2], 'chosen_arm': [21], 'payoff': [33.87]}","{'assigned_arms': [27, 7, 8], 'chosen_arm': [8], 'payoff': [69.95]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [40.33]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [49.25]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [48.55]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [45.28]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [78.6]}","{'assigned_arms': [0, 48], 'chosen_arm': [48], 'payoff': [54.62]}",60.94566666666665
12,"{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [38.78]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [25.64]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [76.94]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [0.32]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [60.08]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [62.94]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [18.09]}","{'assigned_arms': [33, 26], 'chosen_arm': [26], 'payoff': [85.04]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [9.75]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [94.81]}","{'assigned_arms': [0], 'chosen_arm': [0], 'payoff': [27.5]}","{'assigned_arms': [16, 41], 'chosen_arm': [16], 'payoff': [82.88]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [73.26]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [80.33]}","{'assigned_arms': [22, 3, 20], 'chosen_arm': [3], 'payoff': [89.13]}","{'assigned_arms': [1, 28, 19, 6], 'chosen_arm': [1], 'payoff': [82.79]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [83.35]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [97.63]}","{'assigned_arms': [36, 17], 'chosen_arm': [17], 'payoff': [89.97]}","{'assigned_arms': [2, 7, 13], 'chosen_arm': [2], 'payoff': [58.15]}","{'assigned_arms': [34, 39], 'chosen_arm': [39], 'payoff': [80.39]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [97.03]}","{'assigned_arms': [48, 10, 35], 'chosen_arm': [48], 'payoff': [52.19]}","{'assigned_arms': [21, 27, 30], 'chosen_arm': [27], 'payoff': [55.87]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [39.71]}","{'assigned_arms': [46], 'chosen_arm': [46], 'payoff': [86.66]}","{'assigned_arms': [45, 47, 14, 4], 'chosen_arm': [47], 'payoff': [34.5]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [68.21]}","{'assigned_arms': [9, 38], 'chosen_arm': [38], 'payoff': [41.01]}","{'assigned_arms': [15, 29], 'chosen_arm': [29], 'payoff': [8.21]}",60.03866666666668
13,"{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [73.44]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [68.76]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [28.88]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [88.33]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [57.19]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [31.38]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [21.66]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [36.92]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [16.52]}","{'assigned_arms': [29, 11], 'chosen_arm': [29], 'payoff': [10.32]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [35.53]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [88.36]}","{'assigned_arms': [40, 32, 22], 'chosen_arm': [32], 'payoff': [72.66]}","{'assigned_arms': [41, 49], 'chosen_arm': [49], 'payoff': [70.84]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [84.71]}","{'assigned_arms': [1, 38], 'chosen_arm': [1], 'payoff': [82.62]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [51.75]}","{'assigned_arms': [33, 18], 'chosen_arm': [18], 'payoff': [97.5]}","{'assigned_arms': [36, 17, 5], 'chosen_arm': [5], 'payoff': [100.0]}","{'assigned_arms': [45, 46, 48], 'chosen_arm': [46], 'payoff': [80.74]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [86.09]}","{'assigned_arms': [21, 43], 'chosen_arm': [43], 'payoff': [91.41]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [54.54]}","{'assigned_arms': [25, 27, 47], 'chosen_arm': [27], 'payoff': [54.9]}","{'assigned_arms': [44, 2, 7, 35], 'chosen_arm': [44], 'payoff': [40.22]}","{'assigned_arms': [28, 10, 13], 'chosen_arm': [28], 'payoff': [61.46]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [85.11]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [44.83]}","{'assigned_arms': [15, 23, 0], 'chosen_arm': [23], 'payoff': [75.46]}","{'assigned_arms': [14], 'chosen_arm': [14], 'payoff': [9.83]}",60.065333333333335
14,"{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [83.27]}","{'assigned_arms': [0], 'chosen_arm': [0], 'payoff': [24.41]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [32.93]}","{'assigned_arms': [11, 5], 'chosen_arm': [5], 'payoff': [87.83]}","{'assigned_arms': [15, 44], 'chosen_arm': [15], 'payoff': [15.1]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [12.08]}","{'assigned_arms': [12, 38], 'chosen_arm': [12], 'payoff': [72.7]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [42.45]}","{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [44.46]}","{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [50.89]}","{'assigned_arms': [46], 'chosen_arm': [46], 'payoff': [83.27]}","{'assigned_arms': [16, 24], 'chosen_arm': [16], 'payoff': [99.14]}","{'assigned_arms': [32, 17], 'chosen_arm': [32], 'payoff': [72.59]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [73.75]}","{'assigned_arms': [14, 3], 'chosen_arm': [3], 'payoff': [89.78]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [72.53]}","{'assigned_arms': [35], 'chosen_arm': [35], 'payoff': [6.49]}","{'assigned_arms': [31, 18, 40], 'chosen_arm': [18], 'payoff': [93.82]}","{'assigned_arms': [36, 19, 47, 6], 'chosen_arm': [36], 'payoff': [93.41]}","{'assigned_arms': [10, 33, 48], 'chosen_arm': [10], 'payoff': [23.12]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [88.55]}","{'assigned_arms': [43, 22], 'chosen_arm': [43], 'payoff': [100.0]}","{'assigned_arms': [28, 8], 'chosen_arm': [8], 'payoff': [65.45]}","{'assigned_arms': [25, 27], 'chosen_arm': [27], 'payoff': [63.0]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [37.41]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [53.51]}","{'assigned_arms': [23, 26], 'chosen_arm': [26], 'payoff': [87.75]}","{'assigned_arms': [30, 2], 'chosen_arm': [30], 'payoff': [59.57]}","{'assigned_arms': [45, 20, 13], 'chosen_arm': [13], 'payoff': [24.17]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [29.02]}",59.415
15,"{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [74.96]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [53.83]}","{'assigned_arms': [14], 'chosen_arm': [14], 'payoff': [11.6]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [97.15]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [100.0]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [50.31]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [10.64]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [61.01]}","{'assigned_arms': [0], 'chosen_arm': [0], 'payoff': [27.28]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [15.98]}","{'assigned_arms': [46], 'chosen_arm': [46], 'payoff': [82.59]}","{'assigned_arms': [16, 25], 'chosen_arm': [16], 'payoff': [80.99]}","{'assigned_arms': [32, 11], 'chosen_arm': [32], 'payoff': [82.05]}","{'assigned_arms': [23, 7, 49, 42], 'chosen_arm': [49], 'payoff': [81.41]}","{'assigned_arms': [2, 3], 'chosen_arm': [3], 'payoff': [89.43]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [67.32]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [20.85]}","{'assigned_arms': [29, 35, 12, 18, 40], 'chosen_arm': [18], 'payoff': [98.44]}","{'assigned_arms': [33, 36, 19, 38, 41], 'chosen_arm': [36], 'payoff': [77.15]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [36.16]}","{'assigned_arms': [21, 31, 45, 39], 'chosen_arm': [39], 'payoff': [76.3]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [100.0]}","{'assigned_arms': [48], 'chosen_arm': [48], 'payoff': [57.46]}","{'assigned_arms': [6, 27], 'chosen_arm': [27], 'payoff': [55.7]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [14.35]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [40.72]}","{'assigned_arms': [8, 26], 'chosen_arm': [26], 'payoff': [86.19]}","{'assigned_arms': [30, 44], 'chosen_arm': [44], 'payoff': [43.24]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [71.37]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [18.39]}",59.429
16,"{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [87.14]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [53.23]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [57.15]}","{'assigned_arms': [2, 5], 'chosen_arm': [5], 'payoff': [98.81]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [81.8]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [13.66]}","{'assigned_arms': [45, 24], 'chosen_arm': [24], 'payoff': [71.39]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [36.32]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [11.1]}","{'assigned_arms': [41, 47, 21], 'chosen_arm': [41], 'payoff': [54.0]}","{'assigned_arms': [46, 38], 'chosen_arm': [46], 'payoff': [84.36]}","{'assigned_arms': [12, 23, 16], 'chosen_arm': [16], 'payoff': [89.98]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [74.12]}","{'assigned_arms': [49, 25], 'chosen_arm': [49], 'payoff': [79.45]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [85.75]}","{'assigned_arms': [1, 14], 'chosen_arm': [1], 'payoff': [77.18]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [0.0]}","{'assigned_arms': [18, 19, 9], 'chosen_arm': [18], 'payoff': [95.44]}","{'assigned_arms': [36], 'chosen_arm': [36], 'payoff': [89.71]}","{'assigned_arms': [15, 48], 'chosen_arm': [15], 'payoff': [6.69]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [91.88]}","{'assigned_arms': [22, 43, 42], 'chosen_arm': [43], 'payoff': [100.0]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [20.7]}","{'assigned_arms': [34, 27, 10], 'chosen_arm': [27], 'payoff': [58.95]}","{'assigned_arms': [31, 44], 'chosen_arm': [44], 'payoff': [36.67]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [8.98]}","{'assigned_arms': [26, 35], 'chosen_arm': [26], 'payoff': [86.21]}","{'assigned_arms': [0, 20], 'chosen_arm': [20], 'payoff': [26.16]}","{'assigned_arms': [28, 30], 'chosen_arm': [28], 'payoff': [62.05]}","{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [51.34]}",59.674
17,"{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [62.09]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [0.0]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [39.91]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [95.36]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [8.08]}","{'assigned_arms': [0, 10], 'chosen_arm': [10], 'payoff': [29.72]}","{'assigned_arms': [14], 'chosen_arm': [14], 'payoff': [6.97]}","{'assigned_arms': [35, 34, 23], 'chosen_arm': [23], 'payoff': [70.65]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [26.5]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [30.18]}","{'assigned_arms': [33, 46], 'chosen_arm': [46], 'payoff': [77.56]}","{'assigned_arms': [21, 19, 45, 16], 'chosen_arm': [16], 'payoff': [91.58]}","{'assigned_arms': [48, 32, 24], 'chosen_arm': [32], 'payoff': [66.28]}","{'assigned_arms': [49, 30], 'chosen_arm': [49], 'payoff': [71.44]}","{'assigned_arms': [3, 41], 'chosen_arm': [3], 'payoff': [86.72]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [89.99]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [31.04]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [100.0]}","{'assigned_arms': [36, 20], 'chosen_arm': [36], 'payoff': [88.74]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [9.24]}","{'assigned_arms': [39, 27], 'chosen_arm': [39], 'payoff': [84.79]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [92.22]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [47.58]}","{'assigned_arms': [29, 22, 8, 9, 11], 'chosen_arm': [8], 'payoff': [68.97]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [34.03]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [60.28]}","{'assigned_arms': [7, 26], 'chosen_arm': [26], 'payoff': [89.08]}","{'assigned_arms': [12, 40, 38], 'chosen_arm': [12], 'payoff': [72.87]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [57.59]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [90.73]}",59.33966666666666
18,"{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [59.89]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [68.65]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [51.25]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [95.71]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [21.76]}","{'assigned_arms': [35], 'chosen_arm': [35], 'payoff': [8.99]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [74.99]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [23.05]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [71.9]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [45.8]}","{'assigned_arms': [11, 46, 40], 'chosen_arm': [46], 'payoff': [90.28]}","{'assigned_arms': [42, 8, 15, 16], 'chosen_arm': [16], 'payoff': [75.68]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [70.89]}","{'assigned_arms': [48, 49], 'chosen_arm': [49], 'payoff': [82.21]}","{'assigned_arms': [38, 3], 'chosen_arm': [3], 'payoff': [87.84]}","{'assigned_arms': [1, 22, 19], 'chosen_arm': [1], 'payoff': [81.35]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [47.61]}","{'assigned_arms': [18, 25], 'chosen_arm': [18], 'payoff': [78.98]}","{'assigned_arms': [45, 36, 14, 9], 'chosen_arm': [36], 'payoff': [87.21]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [9.86]}","{'assigned_arms': [2, 39, 0, 33], 'chosen_arm': [39], 'payoff': [79.57]}","{'assigned_arms': [43, 41], 'chosen_arm': [43], 'payoff': [100.0]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [97.17]}","{'assigned_arms': [30, 27], 'chosen_arm': [30], 'payoff': [59.89]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [38.95]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [21.53]}","{'assigned_arms': [26, 47], 'chosen_arm': [26], 'payoff': [90.04]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [68.23]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [28.13]}","{'assigned_arms': [13, 24], 'chosen_arm': [13], 'payoff': [8.51]}",60.864000000000004
19,"{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [67.99]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [46.69]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [11.82]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [91.77]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [96.09]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [69.29]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [10.71]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [74.52]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [48.4]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [16.75]}","{'assigned_arms': [6, 46, 31], 'chosen_arm': [46], 'payoff': [84.73]}","{'assigned_arms': [16, 14, 25], 'chosen_arm': [16], 'payoff': [81.77]}","{'assigned_arms': [48, 10, 32], 'chosen_arm': [32], 'payoff': [73.03]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [78.31]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [94.78]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [82.14]}","{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [32.74]}","{'assigned_arms': [47, 18, 29, 9], 'chosen_arm': [18], 'payoff': [95.43]}","{'assigned_arms': [36], 'chosen_arm': [36], 'payoff': [80.21]}","{'assigned_arms': [13, 0, 45, 12], 'chosen_arm': [12], 'payoff': [74.13]}","{'assigned_arms': [4, 42, 39, 21], 'chosen_arm': [39], 'payoff': [81.01]}","{'assigned_arms': [43, 33], 'chosen_arm': [43], 'payoff': [100.0]}","{'assigned_arms': [35], 'chosen_arm': [35], 'payoff': [3.93]}","{'assigned_arms': [8, 27], 'chosen_arm': [8], 'payoff': [66.6]}","{'assigned_arms': [7, 44], 'chosen_arm': [44], 'payoff': [44.78]}","{'assigned_arms': [30, 2, 20], 'chosen_arm': [2], 'payoff': [67.36]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [89.18]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [43.33]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [30.66]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [64.63]}",63.42600000000001
