,Agent_0,Agent_1,Agent_2,Agent_3,Agent_4,Agent_5,Agent_6,Agent_7,Agent_8,Agent_9,Agent_10,Agent_11,Agent_12,Agent_13,Agent_14,Agent_15,Agent_16,Agent_17,Agent_18,Agent_19,Agent_20,Agent_21,Agent_22,Agent_23,Agent_24,Agent_25,Agent_26,Agent_27,Agent_28,Agent_29,Total_Payoff
10,"{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(27.45)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(83.59)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(56.25)]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [np.float64(55.22)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(76.17)]}","{'assigned_arms': [10, 16], 'chosen_arm': [16], 'payoff': [np.float64(84.34)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(94.44)]}","{'assigned_arms': [33, 34], 'chosen_arm': [34], 'payoff': [np.float64(42.27)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(79.34)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(16.85)]}","{'assigned_arms': [36, 44, 46], 'chosen_arm': [46], 'payoff': [np.float64(87.2)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(3.65)]}","{'assigned_arms': [18, 28, 41], 'chosen_arm': [18], 'payoff': [np.float64(97.34)]}","{'assigned_arms': [9, 26, 43], 'chosen_arm': [43], 'payoff': [np.float64(98.6)]}","{'assigned_arms': [11, 38], 'chosen_arm': [38], 'payoff': [np.float64(48.81)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(4.96)]}","{'assigned_arms': [7, 12], 'chosen_arm': [7], 'payoff': [np.float64(40.42)]}","{'assigned_arms': [24, 39], 'chosen_arm': [39], 'payoff': [np.float64(79.88)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(88.65)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(21.71)]}","{'assigned_arms': [14, 21, 22, 37], 'chosen_arm': [22], 'payoff': [np.float64(52.82)]}","{'assigned_arms': [30, 35], 'chosen_arm': [30], 'payoff': [np.float64(67.19)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(12.34)]}","{'assigned_arms': [0, 5, 42, 48], 'chosen_arm': [5], 'payoff': [np.float64(97.58)]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [2, 40], 'chosen_arm': [40], 'payoff': [np.float64(17.11)]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(72.71)]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [np.float64(23.42)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(9.94)]}","{'assigned_arms': [4, 8], 'chosen_arm': [4], 'payoff': [np.float64(34.92)]}",52.50566666666667
11,"{'assigned_arms': [48], 'chosen_arm': [48], 'payoff': [np.float64(60.35)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(23.63)]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [np.float64(95.8)]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [np.float64(29.88)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(69.52)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(76.31)]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [np.float64(14.34)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(13.28)]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [np.float64(1.43)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(73.25)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(84.57)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(57.68)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(92.07)]}","{'assigned_arms': [22, 35], 'chosen_arm': [35], 'payoff': [np.float64(7.8)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(34.9)]}","{'assigned_arms': [27, 36, 42], 'chosen_arm': [36], 'payoff': [np.float64(90.94)]}","{'assigned_arms': [15, 31], 'chosen_arm': [31], 'payoff': [np.float64(21.22)]}","{'assigned_arms': [2, 13, 39, 46], 'chosen_arm': [46], 'payoff': [np.float64(81.3)]}","{'assigned_arms': [8, 37], 'chosen_arm': [8], 'payoff': [np.float64(62.06)]}","{'assigned_arms': [5, 11, 29], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [9, 28, 40], 'chosen_arm': [28], 'payoff': [np.float64(68.72)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(92.09)]}","{'assigned_arms': [4, 19, 41], 'chosen_arm': [41], 'payoff': [np.float64(46.12)]}","{'assigned_arms': [1, 24, 38], 'chosen_arm': [1], 'payoff': [np.float64(84.23)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(75.02)]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [23, 33, 44], 'chosen_arm': [44], 'payoff': [np.float64(46.51)]}","{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [np.float64(49.36)]}","{'assigned_arms': [0], 'chosen_arm': [0], 'payoff': [np.float64(29.62)]}","{'assigned_arms': [6, 14, 47], 'chosen_arm': [6], 'payoff': [np.float64(50.54)]}",57.75133333333333
12,"{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(81.64)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(95.03)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(60.61)]}","{'assigned_arms': [0, 40], 'chosen_arm': [40], 'payoff': [np.float64(20.73)]}","{'assigned_arms': [35], 'chosen_arm': [35], 'payoff': [np.float64(0.89)]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [np.float64(97.63)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(62.98)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(38.11)]}","{'assigned_arms': [12, 25, 33], 'chosen_arm': [12], 'payoff': [np.float64(77.1)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(58.08)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(60.16)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(9.41)]}","{'assigned_arms': [24, 26], 'chosen_arm': [26], 'payoff': [np.float64(89.59)]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [np.float64(21.15)]}","{'assigned_arms': [14, 17], 'chosen_arm': [17], 'payoff': [np.float64(91.17)]}","{'assigned_arms': [9, 11, 13, 23, 38, 45], 'chosen_arm': [9], 'payoff': [np.float64(41.97)]}","{'assigned_arms': [18, 47], 'chosen_arm': [18], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [10, 49], 'chosen_arm': [49], 'payoff': [np.float64(79.27)]}","{'assigned_arms': [7, 36], 'chosen_arm': [36], 'payoff': [np.float64(83.84)]}","{'assigned_arms': [48], 'chosen_arm': [48], 'payoff': [np.float64(54.07)]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [np.float64(70.19)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(70.49)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(25.66)]}","{'assigned_arms': [46], 'chosen_arm': [46], 'payoff': [np.float64(86.49)]}","{'assigned_arms': [5, 6], 'chosen_arm': [5], 'payoff': [np.float64(96.85)]}","{'assigned_arms': [16, 22, 28], 'chosen_arm': [28], 'payoff': [np.float64(68.3)]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [np.float64(46.75)]}","{'assigned_arms': [21, 31, 41], 'chosen_arm': [41], 'payoff': [np.float64(43.72)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(75.71)]}","{'assigned_arms': [4, 15, 42], 'chosen_arm': [42], 'payoff': [np.float64(34.74)]}",61.410999999999994
13,"{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(71.4)]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [np.float64(42.22)]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [np.float64(90.1)]}","{'assigned_arms': [35], 'chosen_arm': [35], 'payoff': [np.float64(16.9)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(55.15)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(25.26)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(97.17)]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [np.float64(43.05)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(75.7)]}","{'assigned_arms': [31, 45], 'chosen_arm': [31], 'payoff': [np.float64(22.57)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(39.61)]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [np.float64(23.05)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(54.29)]}","{'assigned_arms': [14, 16, 44], 'chosen_arm': [16], 'payoff': [np.float64(76.97)]}","{'assigned_arms': [8, 17, 25], 'chosen_arm': [17], 'payoff': [np.float64(86.75)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(13.23)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(39.5)]}","{'assigned_arms': [46], 'chosen_arm': [46], 'payoff': [np.float64(87.3)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(65.49)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(7.27)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(20.78)]}","{'assigned_arms': [3, 7, 39, 43, 47], 'chosen_arm': [43], 'payoff': [np.float64(91.41)]}","{'assigned_arms': [48], 'chosen_arm': [48], 'payoff': [np.float64(58.63)]}","{'assigned_arms': [0, 1, 30, 33], 'chosen_arm': [1], 'payoff': [np.float64(79.39)]}","{'assigned_arms': [6, 19, 21, 32, 36], 'chosen_arm': [36], 'payoff': [np.float64(87.16)]}","{'assigned_arms': [11, 28], 'chosen_arm': [28], 'payoff': [np.float64(61.46)]}","{'assigned_arms': [26, 41], 'chosen_arm': [26], 'payoff': [np.float64(85.11)]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [np.float64(28.5)]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(40.77)]}","{'assigned_arms': [12, 37, 42], 'chosen_arm': [12], 'payoff': [np.float64(79.22)]}",55.51366666666667
14,"{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [np.float64(62.86)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(61.15)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(14.56)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(87.83)]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(37.55)]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [np.float64(40.65)]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [np.float64(29.84)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(54.69)]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [np.float64(89.36)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(30.48)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(11.84)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(46.08)]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [np.float64(39.94)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(69.67)]}","{'assigned_arms': [8, 38, 43], 'chosen_arm': [43], 'payoff': [np.float64(97.94)]}","{'assigned_arms': [14], 'chosen_arm': [14], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [np.float64(55.47)]}","{'assigned_arms': [29, 31, 40, 46], 'chosen_arm': [46], 'payoff': [np.float64(83.61)]}","{'assigned_arms': [30, 35, 41, 48], 'chosen_arm': [48], 'payoff': [np.float64(62.8)]}","{'assigned_arms': [2, 39], 'chosen_arm': [2], 'payoff': [np.float64(59.85)]}","{'assigned_arms': [22, 25, 37, 49], 'chosen_arm': [22], 'payoff': [np.float64(55.9)]}","{'assigned_arms': [3, 17, 47], 'chosen_arm': [17], 'payoff': [np.float64(97.66)]}","{'assigned_arms': [36], 'chosen_arm': [36], 'payoff': [np.float64(87.9)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(16.06)]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [np.float64(41.5)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(98.4)]}","{'assigned_arms': [15, 23, 26, 28], 'chosen_arm': [26], 'payoff': [np.float64(87.75)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(79.97)]}","{'assigned_arms': [0, 33, 34], 'chosen_arm': [34], 'payoff': [np.float64(50.7)]}","{'assigned_arms': [12, 20], 'chosen_arm': [12], 'payoff': [np.float64(67.79)]}",57.326666666666675
15,"{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(13.74)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(68.12)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(36.09)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(42.05)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [np.float64(37.17)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [4, 16], 'chosen_arm': [16], 'payoff': [np.float64(84.42)]}","{'assigned_arms': [5, 37], 'chosen_arm': [5], 'payoff': [np.float64(95.57)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(11.17)]}","{'assigned_arms': [14, 20, 27, 48], 'chosen_arm': [48], 'payoff': [np.float64(54.46)]}","{'assigned_arms': [6, 7, 11, 26], 'chosen_arm': [26], 'payoff': [np.float64(98.37)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(50.8)]}","{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [np.float64(42.49)]}","{'assigned_arms': [15, 36], 'chosen_arm': [36], 'payoff': [np.float64(75.48)]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [np.float64(12.69)]}","{'assigned_arms': [2, 21, 22, 31, 46, 49], 'chosen_arm': [46], 'payoff': [np.float64(88.23)]}","{'assigned_arms': [0, 13, 30, 42, 47], 'chosen_arm': [30], 'payoff': [np.float64(48.58)]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [np.float64(1.46)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(76.3)]}","{'assigned_arms': [12, 23], 'chosen_arm': [12], 'payoff': [np.float64(75.97)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(24.81)]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [np.float64(41.42)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(63.33)]}","{'assigned_arms': [1, 28], 'chosen_arm': [1], 'payoff': [np.float64(77.46)]}","{'assigned_arms': [35], 'chosen_arm': [35], 'payoff': [np.float64(0.48)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(75.89)]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(85.74)]}",56.07633333333333
16,"{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(76.93)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(63.43)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(6.13)]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [np.float64(49.83)]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [np.float64(83.84)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(81.01)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(99.96)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(44.48)]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(29.47)]}","{'assigned_arms': [1, 23], 'chosen_arm': [23], 'payoff': [np.float64(78.49)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(10.89)]}","{'assigned_arms': [33, 40], 'chosen_arm': [40], 'payoff': [np.float64(26.72)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(90.44)]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [np.float64(42.72)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(87.79)]}","{'assigned_arms': [28, 36], 'chosen_arm': [36], 'payoff': [np.float64(85.34)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(39.95)]}","{'assigned_arms': [10, 14, 39, 41, 46], 'chosen_arm': [46], 'payoff': [np.float64(85.24)]}","{'assigned_arms': [42, 43], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [25, 35, 48], 'chosen_arm': [48], 'payoff': [np.float64(51.59)]}","{'assigned_arms': [13, 37], 'chosen_arm': [37], 'payoff': [np.float64(81.67)]}","{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [np.float64(52.41)]}","{'assigned_arms': [21, 49], 'chosen_arm': [49], 'payoff': [np.float64(77.84)]}","{'assigned_arms': [6, 8], 'chosen_arm': [6], 'payoff': [np.float64(56.91)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(18.3)]}","{'assigned_arms': [4, 5, 30, 32], 'chosen_arm': [5], 'payoff': [np.float64(98.78)]}","{'assigned_arms': [19, 29], 'chosen_arm': [19], 'payoff': [np.float64(27.03)]}","{'assigned_arms': [9, 12, 27], 'chosen_arm': [12], 'payoff': [np.float64(83.3)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(2.87)]}","{'assigned_arms': [0, 20], 'chosen_arm': [0], 'payoff': [np.float64(26.85)]}",58.673666666666655
17,"{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(6.99)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(4.42)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(70.52)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(19.85)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(52.98)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(35.84)]}","{'assigned_arms': [3, 5, 34, 38], 'chosen_arm': [5], 'payoff': [np.float64(98.8)]}","{'assigned_arms': [40, 41], 'chosen_arm': [40], 'payoff': [np.float64(21.67)]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(32.62)]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [10, 20, 32, 43], 'chosen_arm': [43], 'payoff': [np.float64(91.84)]}","{'assigned_arms': [7, 16], 'chosen_arm': [16], 'payoff': [np.float64(91.58)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(82.61)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(75.52)]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [np.float64(90.81)]}","{'assigned_arms': [11, 15, 36], 'chosen_arm': [36], 'payoff': [np.float64(98.15)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(96.34)]}","{'assigned_arms': [23, 46], 'chosen_arm': [46], 'payoff': [np.float64(90.54)]}","{'assigned_arms': [37, 48], 'chosen_arm': [48], 'payoff': [np.float64(58.12)]}","{'assigned_arms': [14, 44], 'chosen_arm': [44], 'payoff': [np.float64(37.81)]}","{'assigned_arms': [42, 49], 'chosen_arm': [49], 'payoff': [np.float64(80.71)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(51.4)]}","{'assigned_arms': [22, 28], 'chosen_arm': [28], 'payoff': [np.float64(61.87)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(66.93)]}","{'assigned_arms': [4, 9, 29], 'chosen_arm': [4], 'payoff': [np.float64(27.91)]}","{'assigned_arms': [1, 27], 'chosen_arm': [1], 'payoff': [np.float64(78.65)]}","{'assigned_arms': [0, 35], 'chosen_arm': [35], 'payoff': [np.float64(3.36)]}","{'assigned_arms': [6, 21], 'chosen_arm': [6], 'payoff': [np.float64(50.42)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(65.75)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(0.0)]}",54.80033333333334
18,"{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [np.float64(47.65)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(80.89)]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [np.float64(65.54)]}","{'assigned_arms': [14], 'chosen_arm': [14], 'payoff': [np.float64(3.87)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(7.47)]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [np.float64(25.31)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [19, 22], 'chosen_arm': [19], 'payoff': [np.float64(31.21)]}","{'assigned_arms': [10, 30, 32], 'chosen_arm': [30], 'payoff': [np.float64(55.57)]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [np.float64(84.57)]}","{'assigned_arms': [31, 33], 'chosen_arm': [31], 'payoff': [np.float64(27.01)]}","{'assigned_arms': [7, 13], 'chosen_arm': [7], 'payoff': [np.float64(43.03)]}","{'assigned_arms': [6, 26, 44], 'chosen_arm': [26], 'payoff': [np.float64(87.21)]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [np.float64(37.31)]}","{'assigned_arms': [17, 45], 'chosen_arm': [17], 'payoff': [np.float64(89.88)]}","{'assigned_arms': [35, 36, 47], 'chosen_arm': [36], 'payoff': [np.float64(89.51)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(47.61)]}","{'assigned_arms': [0, 46], 'chosen_arm': [0], 'payoff': [np.float64(9.59)]}","{'assigned_arms': [3, 18, 25, 42, 43, 48], 'chosen_arm': [43], 'payoff': [np.float64(99.46)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(75.17)]}","{'assigned_arms': [20, 49], 'chosen_arm': [49], 'payoff': [np.float64(75.49)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(85.18)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(58.39)]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(35.4)]}","{'assigned_arms': [8, 24, 41], 'chosen_arm': [24], 'payoff': [np.float64(61.4)]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(72.55)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(81.88)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(45.79)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(54.66)]}","{'assigned_arms': [11, 15], 'chosen_arm': [11], 'payoff': [np.float64(0.35)]}",55.965
19,"{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(61.87)]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [np.float64(36.48)]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [np.float64(99.58)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(67.28)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(81.81)]}","{'assigned_arms': [16, 19], 'chosen_arm': [16], 'payoff': [np.float64(89.7)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(45.4)]}","{'assigned_arms': [11, 47], 'chosen_arm': [47], 'payoff': [np.float64(33.7)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(76.97)]}","{'assigned_arms': [6, 40, 43], 'chosen_arm': [43], 'payoff': [np.float64(96.35)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(41.87)]}","{'assigned_arms': [7, 30], 'chosen_arm': [7], 'payoff': [np.float64(49.12)]}","{'assigned_arms': [24, 26], 'chosen_arm': [26], 'payoff': [np.float64(89.36)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(92.6)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(96.82)]}","{'assigned_arms': [5, 27, 36], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [np.float64(28.66)]}","{'assigned_arms': [0, 28, 46], 'chosen_arm': [46], 'payoff': [np.float64(85.23)]}","{'assigned_arms': [14, 15], 'chosen_arm': [15], 'payoff': [np.float64(4.7)]}","{'assigned_arms': [20, 25, 39, 42, 48], 'chosen_arm': [42], 'payoff': [np.float64(35.36)]}","{'assigned_arms': [13, 49], 'chosen_arm': [13], 'payoff': [np.float64(15.71)]}","{'assigned_arms': [22, 37], 'chosen_arm': [37], 'payoff': [np.float64(76.31)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(24.34)]}","{'assigned_arms': [4, 35], 'chosen_arm': [4], 'payoff': [np.float64(35.99)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(14.17)]}","{'assigned_arms': [21, 23, 41], 'chosen_arm': [23], 'payoff': [np.float64(75.53)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(60.61)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(14.76)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(22.5)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(0.0)]}",55.092666666666666
